PlotID,ManureTreatmentID,StudyID
210,M_S_Day2_B_Spiked,B
210,M_S_Day2_B_Spiked,B
210,M_S_Day2_B_Spiked,B
210,M_S_Day2_B_Spiked,B
210,M_S_Day2_B_Spiked,B
210,M_S_Day2_B_Spiked,B
210,M_S_Day2_B_Spiked,B
210,M_S_Day2_B_Spiked,B
111,M_S_Day2_B_Spiked,B
111,M_S_Day2_B_Spiked,B
111,M_S_Day2_B_Spiked,B
111,M_S_Day2_B_Spiked,B
111,M_S_Day2_B_Spiked,B
111,M_S_Day2_B_Spiked,B
111,M_S_Day2_B_Spiked,B
111,M_S_Day2_B_Spiked,B
111,M_S_Day2_B_Spiked,B
112,M_P_Day2_B_Spiked,B
112,M_P_Day2_B_Spiked,B
112,M_P_Day2_B_Spiked,B
112,M_P_Day2_B_Spiked,B
112,M_P_Day2_B_Spiked,B
112,M_P_Day2_B_Spiked,B
112,M_P_Day2_B_Spiked,B
112,M_P_Day2_B_Spiked,B
112,M_P_Day2_B_Spiked,B
307,M_C_Day3_B_Spiked,B
307,M_C_Day3_B_Spiked,B
307,M_C_Day3_B_Spiked,B
307,M_C_Day3_B_Spiked,B
307,M_C_Day3_B_Spiked,B
307,M_C_Day3_B_Spiked,B
307,M_C_Day3_B_Spiked,B
307,M_C_Day3_B_Spiked,B
307,M_C_Day3_B_Spiked,B
308,M_X_Day3_B,B
308,M_X_Day3_B,B
308,M_X_Day3_B,B
308,M_X_Day3_B,B
308,M_X_Day3_B,B
308,M_X_Day3_B,B
308,M_X_Day3_B,B
308,M_X_Day3_B,B
308,M_X_Day3_B,B
407,M_X_Day3_B,B
407,M_X_Day3_B,B
407,M_X_Day3_B,B
407,M_X_Day3_B,B
407,M_X_Day3_B,B
407,M_X_Day3_B,B
407,M_X_Day3_B,B
407,M_X_Day3_B,B
407,M_X_Day3_B,B
408,M_P_Day3_B_Spiked,B
408,M_P_Day3_B_Spiked,B
408,M_P_Day3_B_Spiked,B
408,M_P_Day3_B_Spiked,B
408,M_P_Day3_B_Spiked,B
408,M_P_Day3_B_Spiked,B
408,M_P_Day3_B_Spiked,B
408,M_P_Day3_B_Spiked,B
408,M_P_Day3_B_Spiked,B
106,M_P_Day1_B_Spiked,B
106,M_P_Day1_B_Spiked,B
106,M_P_Day1_B_Spiked,B
106,M_P_Day1_B_Spiked,B
106,M_P_Day1_B_Spiked,B
106,M_P_Day1_B_Spiked,B
106,M_P_Day1_B_Spiked,B
106,M_P_Day1_B_Spiked,B
106,M_P_Day1_B_Spiked,B
105,M_X_Day1_B,B
105,M_X_Day1_B,B
105,M_X_Day1_B,B
105,M_X_Day1_B,B
105,M_X_Day1_B,B
105,M_X_Day1_B,B
105,M_X_Day1_B,B
105,M_X_Day1_B,B
105,M_X_Day1_B,B
503,M_C_Day1_B_Spiked,B
503,M_C_Day1_B_Spiked,B
503,M_C_Day1_B_Spiked,B
503,M_C_Day1_B_Spiked,B
503,M_C_Day1_B_Spiked,B
503,M_C_Day1_B_Spiked,B
503,M_C_Day1_B_Spiked,B
503,M_C_Day1_B_Spiked,B
503,M_C_Day1_B_Spiked,B
504,M_X_Day1_B,B
504,M_X_Day1_B,B
504,M_X_Day1_B,B
504,M_X_Day1_B,B
504,M_X_Day1_B,B
504,M_X_Day1_B,B
504,M_X_Day1_B,B
504,M_X_Day1_B,B
504,M_X_Day1_B,B
401,M_S_Day2_B_Spiked,B
401,M_S_Day2_B_Spiked,B
401,M_S_Day2_B_Spiked,B
401,M_S_Day2_B_Spiked,B
401,M_S_Day2_B_Spiked,B
401,M_S_Day2_B_Spiked,B
401,M_S_Day2_B_Spiked,B
401,M_S_Day2_B_Spiked,B
401,M_S_Day2_B_Spiked,B
402,M_X_Day2_B,B
402,M_X_Day2_B,B
402,M_X_Day2_B,B
402,M_X_Day2_B,B
402,M_X_Day2_B,B
402,M_X_Day2_B,B
402,M_X_Day2_B,B
402,M_X_Day2_B,B
402,M_X_Day2_B,B
201,M_P_Day2_B_Spiked,B
201,M_P_Day2_B_Spiked,B
201,M_P_Day2_B_Spiked,B
201,M_P_Day2_B_Spiked,B
201,M_P_Day2_B_Spiked,B
201,M_P_Day2_B_Spiked,B
201,M_P_Day2_B_Spiked,B
201,M_P_Day2_B_Spiked,B
201,M_P_Day2_B_Spiked,B
202,M_S_Day2_B_Spiked,B
202,M_S_Day2_B_Spiked,B
202,M_S_Day2_B_Spiked,B
202,M_S_Day2_B_Spiked,B
202,M_S_Day2_B_Spiked,B
202,M_S_Day2_B_Spiked,B
202,M_S_Day2_B_Spiked,B
202,M_S_Day2_B_Spiked,B
202,M_S_Day2_B_Spiked,B
403,M_C_Day3_B_Spiked,B
403,M_C_Day3_B_Spiked,B
403,M_C_Day3_B_Spiked,B
403,M_C_Day3_B_Spiked,B
403,M_C_Day3_B_Spiked,B
403,M_C_Day3_B_Spiked,B
403,M_C_Day3_B_Spiked,B
403,M_C_Day3_B_Spiked,B
403,M_C_Day3_B_Spiked,B
404,M_P_Day3_B_Spiked,B
404,M_P_Day3_B_Spiked,B
404,M_P_Day3_B_Spiked,B
404,M_P_Day3_B_Spiked,B
404,M_P_Day3_B_Spiked,B
404,M_P_Day3_B_Spiked,B
404,M_P_Day3_B_Spiked,B
404,M_P_Day3_B_Spiked,B
404,M_P_Day3_B_Spiked,B
409,M_C_Day3_B_Spiked,B
409,M_C_Day3_B_Spiked,B
409,M_C_Day3_B_Spiked,B
409,M_C_Day3_B_Spiked,B
409,M_C_Day3_B_Spiked,B
409,M_C_Day3_B_Spiked,B
409,M_C_Day3_B_Spiked,B
409,M_C_Day3_B_Spiked,B
409,M_C_Day3_B_Spiked,B
410,M_S_Day3_B_Spiked,B
410,M_S_Day3_B_Spiked,B
410,M_S_Day3_B_Spiked,B
410,M_S_Day3_B_Spiked,B
410,M_S_Day3_B_Spiked,B
410,M_S_Day3_B_Spiked,B
410,M_S_Day3_B_Spiked,B
410,M_S_Day3_B_Spiked,B
410,M_S_Day3_B_Spiked,B
