PlotID,ManureTreatmentID,StudyID
206,M_P_Day2_C_Spiked,C
206,M_P_Day2_C_Spiked,C
405,M_X_Day3_C,C
405,M_X_Day3_C,C
405,M_X_Day3_C,C
405,M_X_Day3_C,C
405,M_X_Day3_C,C
405,M_X_Day3_C,C
405,M_X_Day3_C,C
405,M_X_Day3_C,C
405,M_X_Day3_C,C
406,M_P_Day3_C_Spiked,C
406,M_P_Day3_C_Spiked,C
406,M_P_Day3_C_Spiked,C
406,M_P_Day3_C_Spiked,C
406,M_P_Day3_C_Spiked,C
406,M_P_Day3_C_Spiked,C
406,M_P_Day3_C_Spiked,C
406,M_P_Day3_C_Spiked,C
406,M_P_Day3_C_Spiked,C
411,M_S_Day3_C_Spiked,C
411,M_S_Day3_C_Spiked,C
411,M_S_Day3_C_Spiked,C
411,M_S_Day3_C_Spiked,C
411,M_S_Day3_C_Spiked,C
411,M_S_Day3_C_Spiked,C
411,M_S_Day3_C_Spiked,C
411,M_S_Day3_C_Spiked,C
411,M_S_Day3_C_Spiked,C
412,M_C_Day3_C_Spiked,C
412,M_C_Day3_C_Spiked,C
412,M_C_Day3_C_Spiked,C
412,M_C_Day3_C_Spiked,C
412,M_C_Day3_C_Spiked,C
412,M_C_Day3_C_Spiked,C
412,M_C_Day3_C_Spiked,C
412,M_C_Day3_C_Spiked,C
412,M_C_Day3_C_Spiked,C
501,M_X_Day1_C,C
501,M_X_Day1_C,C
501,M_X_Day1_C,C
501,M_X_Day1_C,C
501,M_X_Day1_C,C
501,M_X_Day1_C,C
501,M_X_Day1_C,C
501,M_X_Day1_C,C
501,M_X_Day1_C,C
502,M_S_Day1_C_Spiked,C
502,M_S_Day1_C_Spiked,C
502,M_S_Day1_C_Spiked,C
502,M_S_Day1_C_Spiked,C
502,M_S_Day1_C_Spiked,C
502,M_S_Day1_C_Spiked,C
502,M_S_Day1_C_Spiked,C
502,M_S_Day1_C_Spiked,C
502,M_S_Day1_C_Spiked,C
107,M_C_Day1_C_Spiked,C
107,M_C_Day1_C_Spiked,C
107,M_C_Day1_C_Spiked,C
107,M_C_Day1_C_Spiked,C
107,M_C_Day1_C_Spiked,C
107,M_C_Day1_C_Spiked,C
107,M_C_Day1_C_Spiked,C
107,M_C_Day1_C_Spiked,C
107,M_C_Day1_C_Spiked,C
108,M_P_Day1_C_Spiked,C
108,M_P_Day1_C_Spiked,C
108,M_P_Day1_C_Spiked,C
108,M_P_Day1_C_Spiked,C
108,M_P_Day1_C_Spiked,C
108,M_P_Day1_C_Spiked,C
108,M_P_Day1_C_Spiked,C
108,M_P_Day1_C_Spiked,C
108,M_P_Day1_C_Spiked,C
209,M_C_Day2_C_Spiked,C
209,M_C_Day2_C_Spiked,C
209,M_C_Day2_C_Spiked,C
209,M_C_Day2_C_Spiked,C
209,M_C_Day2_C_Spiked,C
209,M_C_Day2_C_Spiked,C
209,M_C_Day2_C_Spiked,C
209,M_C_Day2_C_Spiked,C
209,M_C_Day2_C_Spiked,C
210,M_S_Day2_C_Spiked,C
210,M_S_Day2_C_Spiked,C
210,M_S_Day2_C_Spiked,C
210,M_S_Day2_C_Spiked,C
210,M_S_Day2_C_Spiked,C
210,M_S_Day2_C_Spiked,C
210,M_S_Day2_C_Spiked,C
210,M_S_Day2_C_Spiked,C
210,M_S_Day2_C_Spiked,C
111,M_S_Day2_C_Spiked,C
111,M_S_Day2_C_Spiked,C
111,M_S_Day2_C_Spiked,C
111,M_S_Day2_C_Spiked,C
111,M_S_Day2_C_Spiked,C
111,M_S_Day2_C_Spiked,C
111,M_S_Day2_C_Spiked,C
111,M_S_Day2_C_Spiked,C
111,M_S_Day2_C_Spiked,C
112,M_P_Day2_C_Spiked,C
112,M_P_Day2_C_Spiked,C
112,M_P_Day2_C_Spiked,C
112,M_P_Day2_C_Spiked,C
112,M_P_Day2_C_Spiked,C
112,M_P_Day2_C_Spiked,C
112,M_P_Day2_C_Spiked,C
112,M_P_Day2_C_Spiked,C
112,M_P_Day2_C_Spiked,C
307,M_C_Day3_C_Spiked,C
307,M_C_Day3_C_Spiked,C
307,M_C_Day3_C_Spiked,C
307,M_C_Day3_C_Spiked,C
307,M_C_Day3_C_Spiked,C
307,M_C_Day3_C_Spiked,C
307,M_C_Day3_C_Spiked,C
307,M_C_Day3_C_Spiked,C
307,M_C_Day3_C_Spiked,C
308,M_X_Day3_C,C
308,M_X_Day3_C,C
308,M_X_Day3_C,C
308,M_X_Day3_C,C
308,M_X_Day3_C,C
308,M_X_Day3_C,C
308,M_X_Day3_C,C
308,M_X_Day3_C,C
308,M_X_Day3_C,C
407,M_X_Day3_C,C
407,M_X_Day3_C,C
407,M_X_Day3_C,C
407,M_X_Day3_C,C
407,M_X_Day3_C,C
407,M_X_Day3_C,C
407,M_X_Day3_C,C
407,M_X_Day3_C,C
407,M_X_Day3_C,C
408,M_P_Day3_C_Spiked,C
408,M_P_Day3_C_Spiked,C
408,M_P_Day3_C_Spiked,C
408,M_P_Day3_C_Spiked,C
408,M_P_Day3_C_Spiked,C
408,M_P_Day3_C_Spiked,C
408,M_P_Day3_C_Spiked,C
408,M_P_Day3_C_Spiked,C
408,M_P_Day3_C_Spiked,C
106,M_P_Day1_C_Spiked,C
106,M_P_Day1_C_Spiked,C
106,M_P_Day1_C_Spiked,C
106,M_P_Day1_C_Spiked,C
106,M_P_Day1_C_Spiked,C
106,M_P_Day1_C_Spiked,C
106,M_P_Day1_C_Spiked,C
106,M_P_Day1_C_Spiked,C
106,M_P_Day1_C_Spiked,C
105,M_X_Day1_C,C
105,M_X_Day1_C,C
105,M_X_Day1_C,C
105,M_X_Day1_C,C
105,M_X_Day1_C,C
105,M_X_Day1_C,C
105,M_X_Day1_C,C
105,M_X_Day1_C,C
105,M_X_Day1_C,C
503,M_C_Day1_C_Spiked,C
503,M_C_Day1_C_Spiked,C
503,M_C_Day1_C_Spiked,C
503,M_C_Day1_C_Spiked,C
503,M_C_Day1_C_Spiked,C
503,M_C_Day1_C_Spiked,C
503,M_C_Day1_C_Spiked,C
503,M_C_Day1_C_Spiked,C
503,M_C_Day1_C_Spiked,C
504,M_X_Day1_C,C
504,M_X_Day1_C,C
504,M_X_Day1_C,C
504,M_X_Day1_C,C
504,M_X_Day1_C,C
504,M_X_Day1_C,C
504,M_X_Day1_C,C
504,M_X_Day1_C,C
504,M_X_Day1_C,C
401,M_S_Day2_C_Spiked,C
401,M_S_Day2_C_Spiked,C
401,M_S_Day2_C_Spiked,C
401,M_S_Day2_C_Spiked,C
401,M_S_Day2_C_Spiked,C
401,M_S_Day2_C_Spiked,C
401,M_S_Day2_C_Spiked,C
401,M_S_Day2_C_Spiked,C
401,M_S_Day2_C_Spiked,C
402,M_X_Day2_C,C
402,M_X_Day2_C,C
402,M_X_Day2_C,C
402,M_X_Day2_C,C
402,M_X_Day2_C,C
402,M_X_Day2_C,C
402,M_X_Day2_C,C
402,M_X_Day2_C,C
402,M_X_Day2_C,C
201,M_P_Day2_C_Spiked,C
201,M_P_Day2_C_Spiked,C
201,M_P_Day2_C_Spiked,C
201,M_P_Day2_C_Spiked,C
201,M_P_Day2_C_Spiked,C
201,M_P_Day2_C_Spiked,C
201,M_P_Day2_C_Spiked,C
201,M_P_Day2_C_Spiked,C
201,M_P_Day2_C_Spiked,C
202,M_S_Day2_C_Spiked,C
202,M_S_Day2_C_Spiked,C
202,M_S_Day2_C_Spiked,C
202,M_S_Day2_C_Spiked,C
202,M_S_Day2_C_Spiked,C
202,M_S_Day2_C_Spiked,C
202,M_S_Day2_C_Spiked,C
202,M_S_Day2_C_Spiked,C
202,M_S_Day2_C_Spiked,C
403,M_C_Day3_C_Spiked,C
403,M_C_Day3_C_Spiked,C
403,M_C_Day3_C_Spiked,C
403,M_C_Day3_C_Spiked,C
403,M_C_Day3_C_Spiked,C
403,M_C_Day3_C_Spiked,C
403,M_C_Day3_C_Spiked,C
403,M_C_Day3_C_Spiked,C
403,M_C_Day3_C_Spiked,C
404,M_P_Day3_C_Spiked,C
404,M_P_Day3_C_Spiked,C
404,M_P_Day3_C_Spiked,C
404,M_P_Day3_C_Spiked,C
404,M_P_Day3_C_Spiked,C
404,M_P_Day3_C_Spiked,C
404,M_P_Day3_C_Spiked,C
404,M_P_Day3_C_Spiked,C
404,M_P_Day3_C_Spiked,C
409,M_C_Day3_C_Spiked,C
409,M_C_Day3_C_Spiked,C
409,M_C_Day3_C_Spiked,C
409,M_C_Day3_C_Spiked,C
409,M_C_Day3_C_Spiked,C
409,M_C_Day3_C_Spiked,C
409,M_C_Day3_C_Spiked,C
409,M_C_Day3_C_Spiked,C
409,M_C_Day3_C_Spiked,C
410,M_S_Day3_C_Spiked,C
410,M_S_Day3_C_Spiked,C
410,M_S_Day3_C_Spiked,C
410,M_S_Day3_C_Spiked,C
410,M_S_Day3_C_Spiked,C
410,M_S_Day3_C_Spiked,C
410,M_S_Day3_C_Spiked,C
410,M_S_Day3_C_Spiked,C
410,M_S_Day3_C_Spiked,C
